,APM,Tcell,IFNgamma,PDL1
TCGA-56-8083,1.525405497,0.268473287,1.86111144,0.751402291
TCGA-56-8201,1.732152029,0.780652902,3.498819188,2.268765127
TCGA-56-8304,1.694199153,-0.350762243,2.917565009,1.949068314
TCGA-56-8305,1.589882583,-0.294645023,2.21358206,1.218640521
TCGA-56-8307,1.712185875,0.242321561,3.163531237,2.423787994
TCGA-56-8308,1.646889766,-0.310782838,2.274362074,2.440863447
TCGA-56-8309,1.685128049,1.064918784,3.447347892,2.450633951
TCGA-56-8503,1.726087125,0.460382514,3.237330443,1.901511175
TCGA-56-8504,1.658621824,-0.034620249,2.923378333,1.623093123
TCGA-56-8622,1.66938846,-0.515356835,2.107123263,1.938495208
TCGA-56-8623,1.662223467,0.450285725,2.885105679,2.283203954
TCGA-56-8624,1.509515497,-0.043777892,2.295430137,1.177579783
TCGA-56-8625,1.688533238,0.985393248,3.514842906,2.276294028
TCGA-56-8626,1.618850985,-0.110058107,2.245129665,1.331139696
TCGA-56-8628,1.645200093,0.398566731,3.027310262,1.691862696
TCGA-56-8629,1.673690283,-0.336937814,2.663574415,1.284511945
TCGA-56-A49D,1.710605997,0.450169958,3.196758684,2.005184804
TCGA-56-A4BW,1.694374942,0.196558359,3.036773802,1.5243312
TCGA-56-A4BX,1.399097777,-0.679458016,1.451967127,1.719283214
TCGA-56-A4BY,1.688723626,-0.204238162,2.789511598,2.23686714
TCGA-56-A4ZJ,1.649482749,-0.0049126,2.815663267,1.711926117
TCGA-56-A4ZK,1.705212648,-0.023286368,3.302868173,2.595907174
TCGA-56-A5DR,1.654728842,-0.357251151,2.85924715,1.617089499
TCGA-56-A5DS,1.596160879,0.097211276,2.641957939,1.406749613
TCGA-56-A62T,1.654639551,-0.413838302,2.374193438,1.527383688
TCGA-58-8386,1.628585946,0.065531108,2.83063751,2.049338213
TCGA-58-8387,1.689659582,0.142965627,3.18032909,2.868580964
TCGA-58-8388,1.696058551,0.423261701,3.094920843,1.721036932
TCGA-58-8390,1.627107044,0.076633076,2.714557655,1.591211574
TCGA-58-8391,1.569473316,-0.628311098,2.377554025,2.295547309
TCGA-58-8392,1.590246307,-0.739272243,2.138253305,2.187591217
TCGA-58-8393,1.729641949,0.32898653,3.429234958,2.449001416
TCGA-58-A46J,1.671601388,-0.2723939,2.580190786,1.669121544
TCGA-58-A46K,1.71326158,-0.391943905,2.93721444,2.839229718
TCGA-58-A46L,1.649868876,0.246313522,3.218838208,1.947888366
TCGA-58-A46M,1.719854773,-0.280161516,3.333986962,2.735059689
TCGA-58-A46N,1.540744462,-0.591467734,2.259529333,2.493230736
TCGA-60-2695,1.604972411,0.2049057,2.99750646,1.827053131
TCGA-60-2696,1.66955501,-0.213419492,2.923141719,1.705709801
TCGA-60-2697,1.707082417,1.293704195,3.039889324,1.987932479
TCGA-60-2698,1.690543511,0.14457438,2.941330766,1.993249245
TCGA-60-2703,1.594116772,0.003274608,2.230818791,1.480937808
TCGA-60-2704,1.617096182,0.771892714,3.039582322,2.174792225
TCGA-60-2706,1.669953359,0.341526633,3.176690031,1.758853629
TCGA-60-2707,1.603875873,-0.326476016,2.334058099,1.782769219
TCGA-60-2708,1.543331239,-0.31613912,2.197325773,2.248191586
TCGA-60-2709,1.677316704,0.674584585,3.072190211,2.643923236
TCGA-60-2710,1.689070461,-0.06089757,2.996009151,1.960344229
TCGA-60-2711,1.667464169,-0.123147195,2.824178264,1.407696758
TCGA-60-2712,1.707463108,0.88341815,3.413475351,2.313371505
TCGA-60-2713,1.682720478,0.085582643,3.132778439,2.109284869
TCGA-60-2714,1.703088466,0.535252896,3.216871685,2.677109419
TCGA-60-2715,1.696820658,0.591872056,2.832025737,1.916944819
TCGA-60-2716,1.561862591,-0.308158035,2.051975874,1.412304274
TCGA-60-2719,1.620965134,-0.27806969,2.741227038,1.593437822
TCGA-60-2720,1.683404938,-0.147906417,3.055359204,1.244658044
TCGA-60-2721,1.719650934,0.673937016,3.38271585,1.795396813
TCGA-60-2722,1.587547201,-0.519297119,2.452493499,2.51999066
TCGA-60-2723,1.665619543,0.061032037,3.232826926,3.03628947
TCGA-60-2724,1.600232886,-0.554601341,2.098943109,1.43010732
TCGA-60-2725,1.662476395,0.24883541,3.241596226,2.443169076
TCGA-60-2726,1.691402506,0.05981109,2.859399768,1.242809674
TCGA-63-5128,1.374591835,-0.599060223,2.084704715,1.947841356
TCGA-63-5131,1.657262159,-0.639558444,2.571268781,1.477115464
TCGA-63-6202,1.709734282,0.81752325,3.519586942,2.581518448
TCGA-63-7020,1.727898806,-0.017181822,3.302830738,1.785778137
TCGA-63-7021,1.667303386,-0.036598253,2.828843025,2.377187824
TCGA-63-7022,1.693093674,0.58148021,3.007119398,1.647139345
TCGA-63-7023,1.72448639,0.147370067,2.93959127,1.320106803
TCGA-63-A5M9,1.61123271,-0.313092033,2.825720441,2.618228056
TCGA-63-A5MB,1.574861739,-0.152741323,2.994034173,1.958411925
TCGA-63-A5MG,1.624720448,-0.133125649,2.644845451,1.639569157
TCGA-63-A5MH,1.618543318,-0.221370681,2.653965108,2.342416759
TCGA-63-A5MI,1.44552961,-0.239769183,2.287283658,1.226522576
TCGA-63-A5MJ,1.577489432,-0.209466482,2.814438855,2.671486644
TCGA-63-A5ML,1.667096113,-0.103865167,2.833657974,2.536808342
TCGA-63-A5MM,1.733017464,0.601436031,3.473500018,2.808767837
TCGA-63-A5MN,1.735492545,1.126836213,3.522859679,2.844789581
TCGA-63-A5MP,1.668942924,0.329310036,2.958911925,3.147073148
TCGA-63-A5MR,1.688709175,-0.445339494,2.812483491,2.256469988
TCGA-63-A5MS,1.680476885,0.317189375,3.027609732,1.948189403
TCGA-63-A5MT,1.704272025,-0.116258554,2.704112531,1.598028456
TCGA-63-A5MU,1.599563707,-0.710049445,2.483273493,1.898145187
TCGA-63-A5MV,1.57363386,0.084842152,2.441493869,2.632264905
TCGA-63-A5MW,1.612810957,-0.224239,2.547594763,1.052093439
TCGA-63-A5MY,1.08250732,-1.091851197,1.831428885,1.965049224
TCGA-66-2727,1.662025135,-0.529629915,2.983037565,2.879912068
TCGA-66-2734,1.582504967,-0.446550143,2.684166492,1.809606172
TCGA-66-2737,1.686501282,-0.019682189,3.022160726,2.203886487
TCGA-66-2742,1.589029549,-0.089482412,2.79365772,1.627535854
TCGA-66-2744,1.716498032,0.773685101,3.54281816,2.617748697
TCGA-66-2753,1.576692564,-0.074868591,2.675591178,1.588547326
TCGA-66-2754,1.306389659,-0.441622805,2.509085171,1.216099895
TCGA-66-2755,1.719502068,0.444019395,3.215367932,2.940980414
TCGA-66-2756,1.549417043,-0.251078039,2.688374034,1.309840877
TCGA-66-2757,1.675185827,0.073429504,3.314240181,1.746273694
TCGA-66-2758,1.627670908,-0.136883766,3.354066781,2.646821154
TCGA-66-2759,1.62331497,-0.298502782,3.082956919,2.995128222
TCGA-66-2763,1.664373904,-0.453759053,3.008088442,2.524240293
TCGA-66-2765,1.726721238,-0.113557161,3.315043206,1.753883208
TCGA-66-2766,1.581175819,-0.896941163,2.605712482,2.906159888
TCGA-66-2767,1.719398868,0.669313202,3.44045361,2.502160726
TCGA-66-2768,1.738472471,-0.175954339,3.264324858,1.760134366
TCGA-66-2769,1.661222499,0.043939204,3.080479589,2.257913654
TCGA-66-2770,1.71377998,0.098450119,3.243948657,2.775736386
TCGA-66-2771,1.62278361,0.041429461,3.381175136,1.995205513
TCGA-66-2773,1.690464354,0.005169213,3.110430321,2.625275401
TCGA-66-2777,1.630853255,-0.175165619,2.343698246,1.928567897
TCGA-66-2778,1.530121621,-0.90338032,2.54229388,1.432173691
TCGA-66-2780,1.692691922,-0.390350131,2.883317884,1.606089946
TCGA-66-2781,1.645332941,-0.353838547,2.713122919,1.489487387
TCGA-66-2782,1.627972653,-0.17374154,3.049591915,1.776467997
TCGA-66-2783,1.641378626,-0.336119242,2.526312354,2.300504181
TCGA-66-2785,1.73750594,0.366012254,3.616599574,2.271244331
TCGA-66-2786,1.686388049,0.145620381,2.943849486,1.490224035
TCGA-66-2787,1.648328179,0.244264892,3.154012827,2.973922716
TCGA-66-2788,1.691154061,0.168836703,3.238468222,2.19910764
TCGA-66-2789,1.594629665,-0.161242754,2.856483119,1.661114794
TCGA-66-2790,1.720155194,0.348035935,3.352830992,1.742104267
TCGA-66-2791,1.729255001,0.464350334,3.421910219,2.855119203
TCGA-66-2792,1.526752847,-0.223505533,2.68583098,2.66194513
TCGA-66-2793,1.46478053,-0.202461329,2.159614509,1.010711154
TCGA-66-2794,1.712574081,0.46777256,3.549687053,2.670594633
TCGA-66-2795,1.64238739,-0.284289148,3.113317381,1.760518229
TCGA-66-2800,1.534067743,-0.330269881,2.653989587,1.922400524
TCGA-68-7755,1.651704828,-0.597602523,2.618535251,2.639088868
TCGA-68-7756,1.645237134,-0.293279984,2.673964468,2.001621664
TCGA-68-7757,1.619564604,-0.254662945,2.462038207,1.511510376
TCGA-68-8250,1.713363676,-0.13660376,3.047536019,2.019909348
TCGA-68-8251,1.681640612,0.213632927,2.994951038,1.701302838
TCGA-68-A59I,1.545127128,0.018857046,2.580661727,1.832506358
TCGA-68-A59J,1.741034365,-0.029342548,3.511645645,3.052359148
TCGA-6A-AB49,1.658795427,-0.590653888,2.660151315,1.99286532
TCGA-70-6722,1.736271274,0.242398707,3.079754696,2.617303402
TCGA-70-6723,1.660425044,-0.2588034,2.495983933,1.35529057
TCGA-77-6842,1.691012404,0.514908314,3.160627889,3.218784877
TCGA-77-6843,1.618544454,-0.611464094,2.293101754,2.29972951
TCGA-77-6844,1.622542886,-0.091262917,2.712895053,1.827584428
TCGA-77-6845,1.345891399,-0.849485518,1.812070722,1.816124588
TCGA-77-7138,1.662501664,-0.293772751,2.360163507,1.372924884
TCGA-77-7139,1.586846494,-0.126750551,2.59437482,2.829013503
TCGA-77-7140,1.386617829,-0.499166881,2.601170988,2.546545131
TCGA-77-7141,1.614937493,-0.397461595,2.75247078,2.284017676
TCGA-77-7142,1.595470182,0.157582143,2.650774083,1.457545832
TCGA-77-7335,1.67520155,0.959799936,3.779716973,1.80755194
TCGA-77-7337,1.652543059,-0.016291858,2.8555121,1.532289269
TCGA-77-7338,1.617001992,-0.031027958,2.497073053,2.015326218
TCGA-77-7463,1.438057205,-0.541805416,2.397613602,2.256741793
TCGA-77-7465,1.696684064,0.553200211,3.457713473,1.962883365
TCGA-77-8007,1.725188072,0.384451067,3.147290678,2.875331021
TCGA-77-8008,1.679735817,0.356502961,2.889309994,1.816630996
TCGA-77-8009,1.641331651,-0.262800243,2.811313753,2.156467373
TCGA-77-8128,1.437284582,-0.596941191,2.198317627,1.527072822
TCGA-77-8130,1.656451431,-0.348182899,2.421003223,1.803330769
TCGA-77-8131,1.721582458,0.568789951,3.330033114,2.133673008
TCGA-77-8133,1.674453938,0.525097381,2.670158237,1.886981145
TCGA-77-8136,1.747886446,0.650067611,3.666112407,2.842021046
TCGA-77-8138,1.636465871,-0.074699703,2.654571246,1.73047784
TCGA-77-8139,1.672011144,-0.044148581,2.539276769,1.647884467
TCGA-77-8140,1.375829013,-0.59935443,2.059519072,1.114120375
TCGA-77-8143,1.579816116,-0.146477085,2.56296759,1.958650351
TCGA-77-8144,1.704830285,-0.407323307,2.533811683,1.569112786
TCGA-77-8145,1.617129705,-0.036387929,2.33957928,1.53034572
TCGA-77-8146,1.618298357,-0.114417525,2.664681145,1.138937094
TCGA-77-8148,1.647487961,-0.245921407,2.784072257,1.711173456
TCGA-77-8150,1.678581524,0.215504487,2.932195197,2.559389471
TCGA-77-8153,1.327536883,-0.553078779,1.948679037,1.829270315
TCGA-77-8154,1.543160185,-0.648315071,2.022968812,1.166584029
TCGA-77-8156,1.683044461,0.445190499,3.224160001,1.823928501
TCGA-77-A5FZ,1.70298564,1.582884019,3.026165771,2.256962959
TCGA-77-A5G1,1.639061346,0.010593585,2.775164847,1.937887336
TCGA-77-A5G3,1.545328919,0.029220583,2.785091333,2.858531182
TCGA-77-A5G6,1.339787333,-0.390192255,2.357726088,0.968828379
TCGA-77-A5G7,1.614412492,-0.611338934,2.536489506,1.042874651
TCGA-77-A5G8,1.573094951,-0.712286909,2.725261951,2.191182642
TCGA-77-A5GA,1.563192274,-0.643394665,2.275392861,2.271688299
TCGA-77-A5GB,1.72448337,0.290324713,3.048176798,1.903934411
TCGA-77-A5GF,1.682154108,-0.045652239,2.740786734,3.104691919
TCGA-77-A5GH,1.712521901,0.605382279,3.41531534,2.40327327
TCGA-79-5596,1.556867138,-0.605243217,1.51428315,2.155475718
TCGA-85-6175,1.679097433,0.516914976,2.968664964,2.013877441
TCGA-85-6560,1.548157417,0.015923071,3.007437143,1.732113791
TCGA-85-6561,1.671921335,0.676862161,3.023101872,2.475736545
TCGA-85-6798,1.486581814,-0.841945327,2.028685705,1.935476532
TCGA-85-7696,1.663184662,-0.139673941,2.678610827,1.489594306
TCGA-85-7697,1.698381566,0.024498177,2.72905745,1.467405338
TCGA-85-7698,1.65876104,0.151611801,2.941100298,2.759664824
TCGA-85-7699,1.677177374,0.732887659,3.368254399,2.103215144
TCGA-85-7710,1.687331775,-0.116031418,3.307898604,1.673976962
TCGA-85-7843,1.665595552,-0.146552455,2.716328659,1.20399239
TCGA-85-7844,1.597393353,-0.233633806,2.561798498,2.290437539
TCGA-85-7950,1.696297551,0.78167443,3.397975156,2.33391457
TCGA-85-8048,1.709562091,0.788172652,3.343795327,2.028335336
TCGA-85-8049,1.674574575,0.7462367,3.034463305,2.127509735
TCGA-85-8052,1.605242145,-0.171251156,2.300670032,2.006166425
TCGA-85-8070,1.560697081,-0.696518958,2.109655752,2.725631536
TCGA-85-8071,1.673405798,-0.03050056,2.490903573,1.944422459
TCGA-85-8072,1.719170861,-0.381163709,2.766576344,2.516339666
TCGA-85-8276,1.705299848,0.516173013,3.215954615,1.718237544
TCGA-85-8277,1.616022996,-0.273140172,2.785274124,2.864796364
TCGA-85-8287,1.700314967,0.951396199,3.033931403,1.707139926
TCGA-85-8288,1.701250193,0.145384236,2.850758121,1.59382417
TCGA-85-8350,1.676490751,-0.181744422,2.640223675,1.388607346
TCGA-85-8351,1.637244406,-0.29879489,2.683476006,1.839929077
TCGA-85-8352,1.627319703,-0.83940166,2.571931512,1.025248502
TCGA-85-8353,1.658866823,0.345305397,2.916558425,1.993562753
TCGA-85-8354,1.4895357,-0.458939628,2.333957507,1.469567253
TCGA-85-8355,1.718635041,1.186983461,3.212047784,2.954338526
TCGA-85-8479,1.592451722,-0.410793326,1.866140366,0.704442237
TCGA-85-8481,1.693199166,-0.056979966,2.882856133,1.92412105
TCGA-85-8580,1.546412199,-0.103437176,2.543624402,1.767375556
TCGA-85-8582,1.691488141,0.311797802,2.788807828,1.779110704
TCGA-85-8584,1.750571788,0.653039954,3.347649519,2.007973825
TCGA-85-8664,1.472966587,-0.730890959,2.518300838,0.883496769
TCGA-85-8666,1.627752044,0.097427224,2.645451386,1.740275822
TCGA-85-A4CL,1.545131681,0.094597061,3.208150672,1.488516874
TCGA-85-A4CN,1.615473188,-0.274477218,2.673287527,2.215084762
TCGA-85-A4JB,1.601374978,0.001514721,2.992335882,1.517003129
TCGA-85-A4JC,1.614079706,-0.296560382,2.419320672,1.0980689
TCGA-85-A4PA,1.721934223,2.419539164,2.924630808,1.861901644
TCGA-85-A4QQ,1.658763317,-0.533136666,2.52398377,1.289147299
TCGA-85-A4QR,1.602538848,-0.729713008,1.673456202,1.569386786
TCGA-85-A50M,1.612158165,-0.111489642,2.183798832,2.266137582
TCGA-85-A50Z,1.64504065,-0.796734983,2.800390064,1.878366663
TCGA-85-A510,1.586894182,0.307354167,3.049335849,1.496978054
TCGA-85-A511,1.714944435,0.492282248,3.019310438,1.883268974
TCGA-85-A512,1.526496838,-0.138129407,2.577142941,1.54117846
TCGA-85-A513,1.692363414,0.762544997,3.161614026,1.726385669
TCGA-85-A53L,1.574802316,-0.622858114,2.514612613,1.524031135
TCGA-85-A5B5,1.453479018,-0.343397746,2.531458615,2.165867268
TCGA-90-6837,1.622328452,-0.00619789,2.743948794,1.743556798
TCGA-90-7766,1.641032339,-0.029676879,3.020600407,1.977798572
TCGA-90-7767,1.700228559,0.684240465,3.19915038,2.512764419
TCGA-90-7769,1.409160614,-0.96941059,2.235874451,2.522631996
TCGA-90-7964,1.486771628,0.016634109,2.451310158,1.468450722
TCGA-90-A4ED,1.643376337,0.106366976,2.601716789,1.171050358
TCGA-90-A4EE,1.744505819,0.939815077,3.626196732,2.204673355
TCGA-90-A59Q,1.738023083,0.539542644,3.562440447,1.895828471
TCGA-92-7340,1.62962312,0.314026555,3.147004387,1.535262465
TCGA-92-7341,1.543826342,-0.206549876,2.461771627,1.901841225
TCGA-92-8063,1.647979806,-0.618299516,2.707437124,2.165902838
TCGA-92-8064,1.739353981,0.952275175,3.723282659,3.188044942
TCGA-92-8065,1.643102675,-0.091220296,2.938606455,1.746262009
TCGA-94-7033,1.726373656,-0.35131834,2.856966062,1.339648171
TCGA-94-7557,1.605582689,-0.283329632,2.448560687,1.97863193
TCGA-94-7943,1.598915556,-0.018355634,2.571782997,1.360292294
TCGA-94-8035,1.564070412,-0.685233716,2.448631861,1.75122982
TCGA-94-8490,1.593869069,-0.576821873,2.344327672,1.633956006
TCGA-94-8491,1.637365111,-0.115554601,2.459340332,1.809555675
TCGA-94-A4VJ,1.717517644,-0.105184741,2.870163118,1.393627842
TCGA-94-A5I4,1.527388458,-0.244088024,2.161998811,1.480183788
TCGA-94-A5I6,1.55132985,-0.45568669,2.354018341,2.220782552
TCGA-96-7544,1.477732671,0.17095797,2.948176798,2.631445798
TCGA-96-7545,1.610519135,0.255141543,2.780030308,2.12027772
TCGA-96-8169,1.650894556,-0.177344439,2.83303528,1.687779478
TCGA-96-8170,1.603110718,-0.288019494,2.342914268,1.460624256
TCGA-96-A4JK,1.706123946,0.080047898,2.915649239,1.521552559
TCGA-96-A4JL,1.737617241,1.099712142,3.47250616,2.156848875
TCGA-98-7454,1.718953246,0.994475814,3.349788404,2.325784449
TCGA-98-8020,1.718104811,0.044498195,3.043046345,1.91782573
TCGA-98-8021,1.609266448,-0.322516369,2.578466914,1.162456865
TCGA-98-8022,1.714945068,0.137946123,3.083458421,1.539975136
TCGA-98-8023,1.687399661,0.580767867,3.255253474,1.632721433
TCGA-98-A538,1.623567204,-0.357667566,2.866221057,1.857263124
TCGA-98-A539,1.575199434,-0.055903502,2.229025644,1.703264718
TCGA-98-A53A,1.595493911,0.076704925,2.64463472,1.123560926
TCGA-98-A53B,1.683314248,-0.206625447,3.112594951,1.715297878
TCGA-98-A53C,1.70630152,1.194130441,3.013775086,2.240444406
TCGA-98-A53D,1.652085242,0.660114101,2.575293461,2.712802015
TCGA-98-A53H,1.702323898,0.6554313,2.977787612,2.320160832
TCGA-98-A53I,1.694044376,0.149987617,3.069523928,1.773628491
TCGA-98-A53J,1.55688542,-0.545748043,2.558260936,1.953161219
TCGA-J1-A4AH,1.456201089,-0.208754646,2.215739713,2.45414638
TCGA-L3-A4E7,1.697744797,-0.156532713,3.064970911,2.141321191
TCGA-L3-A524,1.424934476,-0.498962867,2.666317321,1.414383309
TCGA-LA-A446,1.525889322,-0.528896859,2.231898979,2.298516859
TCGA-LA-A7SW,1.592791499,-0.550060248,1.816887362,1.916730756
TCGA-MF-A522,1.655778739,-0.390988336,2.56124415,1.631534069
TCGA-NC-A5HD,1.515810902,-0.650921404,2.39882966,1.229515463
TCGA-NC-A5HE,1.737328507,0.771413939,3.742650316,2.333076303
TCGA-NC-A5HF,1.397831718,-0.690935057,1.719172149,1.489893822
TCGA-NC-A5HG,1.647975614,-0.681693117,2.356765589,0.66303154
TCGA-NC-A5HH,1.264936098,-0.322221444,2.663352592,0.917368951
TCGA-NC-A5HI,1.259175757,-0.535892699,2.510698432,1.163414838
TCGA-NC-A5HJ,1.707851574,0.923054991,3.418030699,3.252100249
TCGA-NC-A5HK,1.730019355,-0.362919904,2.81812188,2.692917387
TCGA-NC-A5HL,1.711033189,0.073196615,3.245558929,2.941876504
TCGA-NC-A5HM,1.735059284,-0.46066784,3.281862185,2.035161474
TCGA-NC-A5HN,1.689714392,-0.572735856,2.604617946,2.366986707
TCGA-NC-A5HO,1.515159861,-0.524095176,2.570966112,1.223119372
TCGA-NC-A5HP,1.602452105,-0.604212726,2.379138568,0.720812322
TCGA-NC-A5HQ,1.671711444,-0.055360177,2.796013907,2.780443333
TCGA-NC-A5HR,1.655841195,-0.474058568,2.884602072,2.163659216
TCGA-NC-A5HT,1.686274142,-0.507393771,2.032740292,1.064764882
TCGA-NK-A5CR,1.28326912,-0.625197107,1.8912104,2.213961122
TCGA-NK-A5CT,1.673159725,-0.331499172,2.720496446,2.109821441
TCGA-NK-A5CX,1.715341632,0.001692438,3.363291778,2.039695625
TCGA-NK-A5D1,1.64354692,-0.078022683,2.583132713,0.934170081
TCGA-NK-A7XE,1.66791292,-0.61802356,2.936042188,1.449953318
TCGA-O2-A52N,1.722774834,0.389214296,2.995599527,1.74966908
TCGA-O2-A52Q,1.71720035,0.37552515,3.593357666,2.6139105
TCGA-O2-A52S,1.590710772,-0.036276087,3.199343975,1.832847275
TCGA-O2-A52V,1.610652049,-0.145547967,2.630300266,2.061821774
TCGA-O2-A52W,1.540882751,-0.467810024,2.506636222,1.259954447
TCGA-O2-A5IB,1.415898201,0.041267074,2.495376814,1.163706883
TCGA-XC-AA0X,1.619212947,0.173931843,2.389662102,2.234745001
TCGA-09-2056,1.543812251,-0.479184065,2.576066178,1.227230913
TCGA-24-2036,1.338637714,-0.160837906,1.938231892,0.746392857
TCGA-04-1348,1.728714682,0.007369713,3.301802793,1.487624047
TCGA-04-1357,1.744538862,0.437703701,3.595132365,1.86727262
TCGA-04-1362,1.61771134,-0.323164181,2.621684243,0.711684358
TCGA-04-1364,1.464973911,-0.546395717,1.533300909,0.481372195
TCGA-04-1365,1.708795374,-0.12143298,3.179785653,1.201209911
TCGA-04-1514,1.327848692,-0.269941061,1.991928065,1.407671034
TCGA-04-1519,1.36363534,-0.380842072,1.976597619,0.551893412
TCGA-09-0364,1.010818277,-0.4874153,1.193076082,0.266733746
TCGA-09-0366,1.630074119,-0.75514529,2.723295935,1.254678136
TCGA-09-0367,1.64759166,-0.691365997,2.868694929,0.417665751
TCGA-09-0369,1.172000006,-0.943422533,1.95719399,0.261569388
TCGA-09-1659,1.662833695,-0.759451994,2.733773888,0.901626178
TCGA-09-1662,1.719131869,0.040588577,2.532383823,1.319007406
TCGA-09-1666,1.695510144,-0.272541357,3.219610321,1.790944088
TCGA-09-1667,1.718190781,-0.049727753,3.293083248,1.857436059
TCGA-09-1668,1.729444471,0.57034202,3.29602168,1.81535553
TCGA-09-1669,1.639314911,-0.231522563,2.956206383,1.30197439
TCGA-09-1670,1.570744312,-0.372773059,2.60210783,1.461909344
TCGA-09-1673,1.532704217,-0.263293676,2.358701068,1.092690022
TCGA-09-1674,1.283691146,-0.401924386,1.671539426,0.771371471
TCGA-09-2044,1.596384336,-0.041732989,2.67304774,1.311679571
TCGA-09-2045,1.689635052,-0.399153677,2.54202297,1.502028922
TCGA-09-2048,1.025303959,-0.77515206,1.937733509,0.814230295
TCGA-09-2051,1.732194273,-0.350086125,2.937750988,1.484650302
TCGA-09-2054,1.363511002,-0.357895801,2.09425927,1.097954959
TCGA-10-0928,1.655244375,-0.281419753,2.081301706,0.80250908
TCGA-10-0936,1.607674492,-0.452726034,2.81990853,1.136468993
TCGA-13-0730,1.436151896,-0.79231762,2.413346414,0.986634382
TCGA-13-0799,1.720362122,-0.405922754,2.795840175,1.546671004
