,APM,Tcell,IFNgamma,PDL1
TCGA-73-4676,1.567525814,-0.389373915,2.46683817,2.232795425
TCGA-73-4677,1.633320612,0.245356161,2.534158766,1.538298443
TCGA-73-7498,1.591791315,0.513743765,2.513866235,1.397674139
TCGA-73-7499,1.717675942,0.3683254,3.718397079,1.765640991
TCGA-73-A9RS,1.690959541,-0.12481654,2.748943842,2.045459897
TCGA-75-5122,1.738216663,1.469466923,3.761502164,2.698459843
TCGA-75-5125,1.726224701,0.48760358,3.495676497,3.044222155
TCGA-75-5126,1.711950769,0.191166975,3.396576351,3.020021339
TCGA-75-5146,1.517521849,0.285249422,2.681848473,1.238058655
TCGA-75-5147,1.68277232,-0.036021468,2.985699955,1.804911204
TCGA-75-6203,1.650000995,0.520258384,2.935971777,1.956209264
TCGA-75-6205,1.70988545,0.994110897,3.423354464,2.367734133
TCGA-75-6206,1.61305581,0.206393777,2.524764478,1.494261762
TCGA-75-6207,1.67634953,-0.141568642,2.259403334,2.797221823
TCGA-75-6211,1.483262446,0.041267725,2.579494547,1.302469465
TCGA-75-6212,1.610008786,0.335024547,2.582862033,1.706586365
TCGA-75-6214,1.729538143,-0.225281301,2.77830267,1.968577736
TCGA-75-7025,1.598518602,0.610957876,2.77732207,1.525388218
TCGA-75-7027,1.570358733,0.136585798,2.627784403,1.377888806
TCGA-75-7030,1.676957567,0.414107652,2.710299563,1.689457151
TCGA-75-7031,1.721013036,0.535595304,3.098501173,1.598896606
TCGA-78-7143,1.648046898,0.439286538,2.718902649,1.791974707
TCGA-78-7145,1.534951024,-0.008102975,2.376209274,1.805142536
TCGA-78-7146,1.670330497,-0.020524892,2.918941934,2.062311171
TCGA-78-7147,1.710325217,-0.211049462,3.279994476,1.231500173
TCGA-78-7148,1.635104838,0.171228414,2.775195839,1.405885691
TCGA-78-7149,1.53544273,-0.068914127,2.560038662,0.775450243
TCGA-78-7150,1.632134002,-0.217725259,2.625238578,1.31189366
TCGA-78-7152,1.679112234,0.279884564,2.703935882,1.384041427
TCGA-78-7153,1.58957882,-0.150738233,2.482929643,0.724144742
TCGA-78-7154,1.59169658,-0.140441718,2.756267767,1.453088899
TCGA-78-7155,1.066737909,-0.180449877,2.761840804,1.413036425
TCGA-78-7156,1.484149186,0.377645997,2.675585838,0.927508946
TCGA-78-7158,1.60470853,0.284104156,2.451641369,1.544376904
TCGA-78-7159,1.599987298,0.41479354,2.86341578,1.539186541
TCGA-78-7160,1.691047504,0.989947919,3.241347538,1.902353233
TCGA-78-7161,1.540695548,0.311267231,2.429303957,1.118102621
TCGA-78-7162,1.657876316,0.604497371,3.000602387,1.611541695
TCGA-78-7163,1.552640663,-0.348348706,2.613518591,1.738410299
TCGA-78-7166,1.648572169,-0.216992738,2.79003946,1.391448542
TCGA-78-7167,1.365706097,0.069513274,2.388409755,0.659545419
TCGA-78-7220,1.583637061,0.005076901,2.706575841,1.592069003
TCGA-78-7535,1.492224129,-0.382404882,2.195419696,1.447300705
TCGA-78-7536,1.594315818,0.140113834,3.094312173,1.511565207
TCGA-78-7537,1.515430623,-0.021782245,2.36083169,1.213124456
TCGA-78-7539,1.734356973,0.640111861,3.275919286,1.840957531
TCGA-78-7540,1.61166674,-0.323794305,2.264024856,1.479477414
TCGA-78-7542,1.747785766,0.214762772,3.238038399,2.754322338
TCGA-78-7633,1.522700544,0.038691997,2.261356881,1.301071252
TCGA-78-8640,1.654627624,-0.041565558,2.911020522,1.453703529
TCGA-78-8648,1.699235584,0.878038779,3.083526223,2.042354962
TCGA-78-8655,1.697609053,0.20650634,3.013896293,1.707840036
TCGA-78-8660,1.687110077,0.529718438,3.265950568,2.128977297
TCGA-78-8662,1.235049394,-0.56400003,2.392664627,1.011375877
TCGA-80-5607,1.694983148,0.529374203,3.021449502,1.841035819
TCGA-80-5608,1.699823036,-0.04726437,2.92135016,1.756130024
TCGA-80-5611,1.687129449,-0.022231604,3.44734255,1.689642667
TCGA-83-5908,1.751789652,1.160612591,3.871379434,3.080005623
TCGA-86-6562,1.549090545,0.157362573,2.457182876,1.862256639
TCGA-86-6851,1.747395319,1.298501943,3.672359466,2.206242829
TCGA-86-7701,1.610994929,1.062899176,3.13424293,1.891666222
TCGA-86-7711,1.68745046,-0.488813807,2.831479914,1.797967251
TCGA-86-7713,1.527409927,-0.057306764,2.533838886,1.545912974
TCGA-86-7714,1.609461686,0.00321201,2.463024931,1.405450524
TCGA-86-7953,1.60921818,0.487996711,2.81174182,1.664667356
TCGA-86-7954,1.740539252,0.288060106,3.701958207,2.062702292
TCGA-86-7955,1.583921008,-0.537901045,2.407406803,1.344115101
TCGA-86-8054,1.317510719,0.118062666,2.28659248,1.509264368
TCGA-86-8055,1.650248806,0.282744094,2.914459501,1.925078376
TCGA-86-8056,1.581848878,0.499291655,2.665174247,1.811206235
TCGA-86-8073,1.599211363,0.013877902,2.640603092,1.398965469
TCGA-86-8074,1.694980074,0.260197583,3.084098661,1.901063626
TCGA-86-8075,1.696694598,0.296003849,2.844834274,2.022308748
TCGA-86-8076,1.710510217,0.717471474,3.280643932,1.845050885
TCGA-86-8278,1.626918296,0.338735369,2.963101225,1.979457318
TCGA-86-8279,1.600136181,-0.27184911,2.661744447,1.273644709
TCGA-86-8280,1.71973271,0.541487186,3.283318123,1.96491694
TCGA-86-8281,1.471477364,0.093519916,2.4182434,1.163739651
TCGA-86-8358,1.676307514,0.588932627,2.775128764,1.479676063
TCGA-86-8359,1.629122562,0.359551521,3.0088732,1.496607265
TCGA-86-8585,1.664386326,0.249114337,3.140562162,1.789967598
TCGA-86-8668,1.609846194,0.470934476,2.862808844,1.771114717
TCGA-86-8669,1.637664371,0.597280287,2.692461463,1.765973125
TCGA-86-8671,1.722797264,1.751174343,3.653006947,2.060943242
TCGA-86-8672,1.739585773,0.457235695,3.259772079,2.006401856
TCGA-86-8673,1.601019958,-0.265590634,2.700278616,1.226233758
TCGA-86-8674,1.570103041,-0.334990765,2.427779438,1.291140097
TCGA-86-A456,1.701611503,0.389942078,2.922323271,2.021586187
TCGA-86-A4D0,1.587400852,0.019512146,2.652633978,1.432305323
TCGA-86-A4JF,1.718677356,0.392468514,3.148264174,2.41885127
TCGA-86-A4P7,1.685943999,0.603091403,2.732167361,1.725766299
TCGA-86-A4P8,1.695372191,1.086052302,3.022751996,1.951449236
TCGA-91-6828,1.690616994,0.77582667,3.267490306,1.955329779
TCGA-91-6829,1.650518208,-0.232300207,2.461949181,1.891666222
TCGA-91-6830,1.700653272,0.123157857,3.144417117,1.906838553
TCGA-91-6831,1.667632655,0.163871067,3.075898583,1.808101541
TCGA-91-6835,1.687878121,1.414525219,3.303363484,2.213592125
TCGA-91-6836,1.57517415,0.492701936,2.679681535,2.328736272
TCGA-91-6840,1.706057924,0.204204052,3.021887594,1.454946945
TCGA-91-6847,1.437611206,-0.321919378,2.496173499,1.512262702
TCGA-91-6848,1.722356975,0.805812375,3.27112329,2.704865741
TCGA-91-6849,1.588097098,0.231849743,2.63317759,1.406056226
TCGA-91-7771,1.693192862,1.061218716,3.176956076,1.805209192
TCGA-91-8496,1.524008149,0.001540085,2.612369813,2.039084803
TCGA-91-8497,1.651088595,0.770769876,2.602006062,1.823020135
TCGA-91-8499,1.558838246,-0.243687509,3.167421348,1.53999142
TCGA-91-A4BC,1.730362717,1.363583712,3.36102121,1.631195095
TCGA-91-A4BD,1.603877969,-0.061769086,2.746922221,1.150762578
TCGA-93-7347,1.675760241,0.995244263,3.219282408,1.810998916
TCGA-93-7348,1.566042717,0.443966148,2.73871513,1.496662627
TCGA-93-8067,1.627685929,-0.033994619,2.764193876,1.498004372
TCGA-93-A4JN,1.727099864,0.524003151,2.673534475,1.72389385
TCGA-93-A4JO,1.689279939,0.483664696,3.137320611,1.914168029
TCGA-93-A4JP,1.718290726,0.386271256,3.082599938,1.946658555
TCGA-93-A4JQ,1.713313719,0.860786801,3.269730103,2.185077299
TCGA-95-7039,1.637880008,0.155774223,2.798723104,1.930876218
TCGA-95-7043,1.379866415,-0.604009433,2.267851968,0.983283406
TCGA-95-7562,1.714895272,0.126636244,3.347302106,1.694377025
TCGA-95-7567,1.685017498,0.203676562,3.057985347,1.949609538
TCGA-95-7944,1.754768903,0.361007025,3.58747745,2.372225054
TCGA-95-7947,1.707653573,0.209741711,3.084728272,1.876559597
TCGA-95-7948,1.671755841,-0.441293668,2.47507787,1.073912548
TCGA-95-8039,1.678439819,0.693817537,2.927125175,1.990003457
TCGA-95-8494,1.644204794,-0.245054708,2.354897439,2.091213085
TCGA-95-A4VK,1.668654104,0.265263818,2.822403875,1.508323633
TCGA-95-A4VN,1.732868606,0.795718194,3.399257221,3.12107374
TCGA-95-A4VP,1.665061306,0.398697328,2.754703578,1.570172698
TCGA-97-7546,1.605918984,0.770142275,2.767231595,2.210248942
TCGA-97-7547,1.544367467,0.404417328,2.633509207,1.769188204
TCGA-97-7552,1.725149793,1.047660121,3.450235919,2.063944769
TCGA-97-7553,1.694565009,0.643024839,3.102772733,2.225252406
TCGA-97-7554,1.701467287,0.156942816,2.810882901,2.706080805
TCGA-97-7937,1.449460597,-0.043543351,2.45037093,1.242355049
TCGA-97-7938,1.580624121,0.429471787,2.678827714,2.059165669
TCGA-97-7941,1.648628109,-0.074805244,2.644432231,1.434575291
TCGA-97-8171,1.580168132,0.129373327,2.125335962,0.961178961
TCGA-97-8172,1.582715407,0.809604096,2.791301357,1.705424066
TCGA-97-8174,1.648260316,0.831491636,2.957659572,1.656578249
TCGA-97-8175,1.681329803,-0.02665698,2.708183254,2.271235029
TCGA-97-8176,1.549357934,-0.30422084,2.164004417,1.089827426
TCGA-97-8177,1.64028201,0.123425532,2.817657477,1.681663564
TCGA-97-8179,1.608843819,-0.069348979,2.689926186,1.573759025
TCGA-97-8547,1.614237612,0.238600089,2.73986214,1.731233288
TCGA-97-8552,1.57140263,0.152017638,2.69237199,1.634207138
TCGA-97-A4LX,1.741086229,1.251679954,3.543215456,2.373559282
TCGA-97-A4M0,1.704132799,0.53669826,2.976666853,1.855590018
TCGA-97-A4M1,1.650909479,0.274849872,2.721401079,1.593054455
TCGA-97-A4M2,1.703037217,0.524398746,3.103519556,1.950069219
TCGA-97-A4M3,1.483686296,-0.015602031,2.33687599,1.294801187
TCGA-97-A4M5,1.67561738,0.113190965,2.792303754,1.827137846
TCGA-97-A4M6,1.693362129,0.953113693,3.243130981,1.780998109
TCGA-97-A4M7,1.703859412,0.653881365,3.041013025,1.807342191
TCGA-99-7458,1.687497441,0.984388521,3.190109083,2.514211609
TCGA-99-8025,1.641445722,-0.233883578,2.62620171,1.556161332
TCGA-99-8028,1.729649815,1.50159846,3.645730295,2.47066329
TCGA-99-8032,1.591044918,0.203152138,2.464931468,1.544410382
TCGA-99-8033,1.748022042,0.112587832,3.411994393,2.222758078
TCGA-99-AA5R,1.701978132,0.971989566,3.104578618,2.132374974
TCGA-J2-8192,1.628492711,0.541222724,2.929526996,2.111900713
TCGA-J2-8194,1.55960441,0.179326281,2.550201866,1.618656729
TCGA-J2-A4AD,1.56684642,-0.324582068,2.073929702,1.375416682
TCGA-J2-A4AE,1.697182309,0.730265135,2.962867149,1.811774682
TCGA-J2-A4AG,1.582141408,0.877380303,2.866227795,1.713106481
TCGA-L4-A4E5,1.653781112,-0.008689386,2.747993118,2.025797241
TCGA-L4-A4E6,1.663617291,0.463542089,3.025433961,1.868416359
TCGA-L9-A443,1.618933164,0.135735746,2.93627136,1.34906956
TCGA-L9-A444,1.756412125,1.090449567,3.705809085,2.499838235
TCGA-L9-A50W,1.669859325,0.071138978,2.730215665,1.161523721
TCGA-L9-A5IP,1.671749639,-0.176520622,2.500460589,1.998249309
TCGA-L9-A743,1.721453795,1.120108036,3.222952606,2.15854341
TCGA-L9-A7SV,1.589713305,-0.088321668,2.667733873,1.380395778
TCGA-L9-A8F4,1.648959925,0.65402483,3.196608959,1.768786787
TCGA-MN-A4N1,1.497973391,-0.417398553,2.103285829,1.392404981
TCGA-MN-A4N4,1.679019596,0.017436523,2.501511512,1.48156301
TCGA-MN-A4N5,1.739923345,0.250026922,3.195579539,2.355242656
TCGA-MP-A4SV,1.706285739,0.795832862,3.242118611,2.140627442
TCGA-MP-A4SW,1.672672655,0.293101066,2.661482875,1.716018377
TCGA-MP-A4SY,1.649959632,-0.090242394,2.537912094,2.161861918
TCGA-MP-A4T4,1.742847208,1.03380614,3.605894956,2.741551817
TCGA-MP-A4T6,1.661325678,0.146856971,2.815736502,1.575147417
TCGA-MP-A4T7,1.634141701,0.092256545,2.727692237,1.52688697
TCGA-MP-A4T8,1.616701893,0.061604367,2.107548304,1.229374631
TCGA-MP-A4T9,1.627687894,0.331243867,2.67878651,2.08942465
TCGA-MP-A4TA,1.742312807,0.003455915,3.127225071,1.612686394
TCGA-MP-A4TC,1.722402692,0.346563311,3.314838627,2.519624576
TCGA-MP-A4TD,1.629090552,0.396733974,2.396238109,1.295091865
TCGA-MP-A4TE,1.391665835,-0.372462726,1.665392154,1.336555788
TCGA-MP-A4TF,1.732090076,-0.002240145,3.067708681,2.351198935
TCGA-MP-A4TH,1.671885356,1.097447426,2.934265687,1.750898545
TCGA-MP-A4TI,1.737644938,1.349237671,3.609456695,2.540936062
TCGA-MP-A4TJ,1.737968077,1.462341779,3.476903642,2.428538112
TCGA-MP-A4TK,1.639056935,0.497696817,2.898722929,1.653995468
TCGA-MP-A5C7,1.482824133,0.052858818,2.49689495,1.086519992
TCGA-NJ-A4YF,1.383578315,-0.137049886,2.291718598,0.949287521
TCGA-NJ-A4YG,1.688524505,0.448397771,2.832912131,1.704610317
TCGA-NJ-A4YI,1.530287207,-0.374446623,2.190316482,2.164397473
TCGA-NJ-A4YP,1.706830731,0.123134321,3.124976479,1.505094331
TCGA-NJ-A4YQ,1.683404965,0.897586017,3.331800125,1.92030494
TCGA-NJ-A55A,1.668431544,0.596471239,2.844351718,1.787602146
TCGA-NJ-A55O,1.609753156,-0.084942955,2.707195115,2.072870925
TCGA-NJ-A55R,1.622303604,-0.217971116,2.097005189,1.456860786
TCGA-NJ-A7XG,1.618793755,0.040616897,2.387640046,1.181723569
TCGA-O1-A52J,1.690717779,0.327821409,2.577885878,1.721601246
TCGA-S2-AA1A,1.685898334,0.865574431,3.04790081,1.827205736
TCGA-18-3406,1.717314195,0.149587586,3.564350295,1.638685893
TCGA-18-3407,1.678018636,-0.046244265,2.700710398,2.755861141
TCGA-18-3408,1.554602331,0.029253168,3.053857373,2.57781338
TCGA-18-3409,1.598015169,0.137596681,2.941153169,1.705381275
TCGA-18-3410,1.644772285,0.558957216,3.35610529,3.204594733
TCGA-18-3411,1.494258446,-0.231587473,3.055624942,1.623599687
TCGA-18-3412,1.586649131,-0.572593337,2.779553384,1.903251189
TCGA-18-3414,1.627962663,-0.267985681,2.709265732,1.641752644
TCGA-18-3415,1.694571225,-0.19904342,3.229520208,2.93154889
TCGA-18-3416,1.73607255,0.776740659,3.821061603,3.040977933
TCGA-18-3417,1.666069944,-0.459454322,2.623515173,1.808150856
TCGA-18-3419,1.613517771,-0.079231569,3.290459851,1.851340306
TCGA-18-3421,1.583396994,-0.321365649,3.503116143,2.292280444
TCGA-18-4083,1.627649142,0.325744471,2.865072146,3.014436528
TCGA-18-4086,1.673727486,-0.082460624,2.893995307,2.39877999
TCGA-18-4721,1.645620608,0.295641242,3.153952275,2.799822142
TCGA-18-5592,1.717741978,-0.377311736,2.829924314,1.723187952
TCGA-18-5595,1.662828334,-0.214541369,2.389984021,1.999908789
TCGA-21-1070,1.735440419,0.589044946,3.671385053,2.530500653
TCGA-21-1071,1.674560816,-0.219723116,2.972323209,2.073637714
TCGA-21-1072,1.659721954,-0.09132499,2.911600221,2.027161985
TCGA-21-1075,1.336200871,-0.812029376,1.895021112,2.345650101
TCGA-21-1076,1.699866111,0.638728896,3.348636337,2.163864744
TCGA-21-1077,1.62443205,-0.200355187,2.349193146,2.078612672
TCGA-21-1078,1.50846682,-0.426041945,2.058297226,1.165262137
TCGA-21-1079,1.684354223,-0.227403325,2.427009475,2.471149368
TCGA-21-1080,1.596261147,-0.228666404,2.922471462,1.639531311
TCGA-21-1081,1.426848443,-0.35326099,2.041101644,1.347655858
TCGA-21-1082,1.624869268,0.424926253,2.851130834,1.486141325
TCGA-21-1083,1.6637831,0.260888694,3.228275306,2.865348012
TCGA-21-5782,1.656797862,-0.358742127,2.734514524,1.446635012
TCGA-21-5783,1.648888712,-0.167359746,2.343129828,1.473349726
TCGA-21-5784,1.612188554,-0.59976894,2.847310408,1.372155009
TCGA-21-5786,1.600309913,-0.344742378,2.562932841,1.446094259
TCGA-21-5787,1.740735998,0.535424913,3.350956249,1.78491314
TCGA-21-A5DI,1.589909929,-0.21842745,2.479270835,1.783347498
TCGA-22-0940,1.713361581,0.393157544,3.698504144,2.1488031
TCGA-22-0944,1.66348581,-0.56755898,2.199632107,1.675886444
TCGA-22-1000,1.721098433,0.564053284,3.190206051,1.918573914
TCGA-22-1002,1.672634156,0.386884072,2.774641306,1.729231225
TCGA-22-1005,1.742961681,1.237198007,3.544472093,1.859126283
TCGA-22-1011,1.703178016,0.463940617,2.950092899,1.942015002
TCGA-22-1012,1.569928528,-0.56366694,2.570007866,1.827508199
TCGA-22-1016,1.642687379,0.2089708,2.607071283,1.916545536
TCGA-22-1017,1.6787752,0.200392895,3.040691509,2.693483359
TCGA-22-4591,1.569754779,-0.493886079,2.690698595,1.671950912
TCGA-22-4593,1.436801256,0.016256017,2.259757972,1.57998127
TCGA-22-4594,1.599667214,0.317430118,3.049255727,1.738639469
TCGA-22-4595,1.668127853,-0.174300739,2.884031215,1.808895983
TCGA-22-4596,1.690295794,1.05936857,3.277732713,2.624784184
TCGA-22-4599,1.664782127,0.329523944,3.531075368,2.246353299
TCGA-22-4601,1.701641206,-0.38562627,2.88743592,2.04701772
TCGA-22-4604,1.694136991,0.224630649,3.346413896,2.505174407
TCGA-22-4605,1.599014036,-0.456761647,2.446339652,2.172351855
TCGA-22-4607,1.624690991,-0.353326229,2.697538192,1.361544638
TCGA-22-4609,1.65974305,0.478723777,3.161092727,2.251268244
TCGA-22-4613,1.593768962,0.082946123,3.177251339,1.916011006
TCGA-22-5471,1.732865075,0.030670183,3.49219181,1.932284988
TCGA-22-5472,1.593642194,-0.402560052,2.409905886,1.531740692
TCGA-22-5473,1.56028722,-0.52715555,2.704007441,2.840045214
TCGA-22-5474,1.738251463,0.192989486,3.512990293,2.793099293
TCGA-22-5477,1.513989895,-0.020599288,2.811847532,2.805609588
TCGA-22-5478,1.534205251,-0.675213776,2.756335823,1.338354881
TCGA-22-5479,1.643859117,0.016871623,3.064041774,2.209879454
TCGA-22-5480,1.736718977,0.782530619,3.558947937,2.292260503
TCGA-22-5481,1.71854566,0.089391997,3.192004984,2.549312311
TCGA-22-5482,1.652428732,-0.640694336,2.528556341,1.490967848
TCGA-22-5483,1.582535935,-0.033714318,3.11233944,1.678684053
TCGA-22-5485,1.572217458,-0.826916176,2.440320714,2.125282779
TCGA-22-5489,1.728136076,0.726725374,3.319099527,2.432929225
TCGA-22-5491,1.535521144,-0.812402239,2.716930385,1.891885757
TCGA-22-5492,1.662088455,0.22220729,3.1941296,2.07356073
TCGA-22-A5C4,1.411812148,-0.594876497,2.886686315,1.296656417
TCGA-33-4532,1.365302537,-0.630141957,2.392627012,1.598615441
TCGA-33-4533,1.539214493,-0.212057441,2.614771057,1.186278103
TCGA-33-4538,1.6875423,-0.148137644,2.624075035,2.67886513
TCGA-33-4547,1.542897951,-0.071936374,2.630882574,1.168588811
TCGA-33-4566,1.741494979,0.027504763,3.546303988,2.018030236
TCGA-33-4579,1.65146917,0.019664886,2.485020097,1.73913229
TCGA-33-4582,1.426809717,-0.888477145,2.743222747,0.739089527
TCGA-33-4583,1.714767834,-0.264057707,2.90370083,2.627586021
TCGA-33-4586,1.537156025,-0.635766695,2.180916913,2.61170738
TCGA-33-4587,1.609286084,-0.054100699,2.765986576,1.283000285
TCGA-33-4589,1.670695017,-0.347576297,3.798673782,2.617635583
TCGA-33-6737,1.554723614,-0.14827674,2.754970907,2.014016229
TCGA-33-6738,1.573257799,-0.616235559,2.439927516,1.163298562
TCGA-33-A4WN,1.562453012,-0.574537076,2.365600367,2.016197354
TCGA-33-A5GW,1.515303583,-0.957606443,1.915104722,2.128757801
TCGA-33-AAS8,1.497823556,-0.56491015,2.214288964,1.939981755
TCGA-33-AASB,1.491851401,-0.059472601,2.086376531,0.915378727
TCGA-33-AASD,1.624232141,-0.378566582,2.653601566,1.522274656
TCGA-33-AASI,1.746354743,0.120265574,3.257735731,1.637570777
TCGA-33-AASJ,1.686046062,-0.350062978,2.516802117,2.463202943
TCGA-33-AASL,1.698173645,-0.75404096,2.915382685,1.739664889
TCGA-34-2596,1.548888991,-0.16063799,2.567231371,3.091747831
TCGA-34-2600,1.472803629,-0.601436074,2.451613249,1.049861233
TCGA-34-2608,1.624594528,0.063559383,2.915559167,1.783468352
TCGA-34-5231,1.712650905,0.171330939,2.937144758,1.632865074
TCGA-34-5232,1.672686173,0.718714805,3.141512672,1.715741017
TCGA-34-5234,1.59707818,0.218437293,3.348113735,1.670318229
TCGA-34-5236,1.603853697,-0.169048443,2.45090714,1.460794141
TCGA-34-5239,1.692907175,0.656065265,3.312650899,2.239069129
TCGA-34-5240,1.400686768,-0.638760399,2.51431219,2.352412151
TCGA-34-5241,1.656662224,0.0152532,3.137280076,1.861433442
TCGA-34-5927,1.528757538,-0.276604612,2.65426945,1.023108357
TCGA-34-5928,1.673598114,0.043730607,3.092094813,1.74966908
TCGA-34-5929,1.718982067,-0.004475266,2.845779182,1.457730548
TCGA-34-7107,1.614794746,-0.02164663,2.788326625,2.706034661
TCGA-34-8454,1.736683323,0.585288002,3.279392431,1.714199787
TCGA-34-8455,1.659109881,0.059022227,2.940436956,1.500794769
TCGA-34-8456,1.628689924,0.025414955,2.390226618,2.306960863
TCGA-34-A5IX,1.639506247,-0.206325253,2.603341005,1.581633403
TCGA-37-3783,1.707500147,0.039564177,3.406463208,1.840797152
TCGA-37-3789,1.699870102,0.196595047,3.450918027,1.735442398
TCGA-37-3792,1.720472708,0.656997827,3.584397427,2.861669995
TCGA-37-4129,1.283032408,-0.607144873,1.841844304,0.932027064
TCGA-37-4130,1.561991348,1.020081631,3.896115329,1.822179852
TCGA-37-4132,1.700250368,0.210202016,3.301311559,1.802201585
TCGA-37-4133,1.649358545,-0.6828875,3.151937451,2.589035393
TCGA-37-4135,1.527905279,-0.36124129,3.095396082,1.425113416
TCGA-37-4141,1.694979404,-0.122886127,3.100345977,1.825287173
TCGA-37-5819,1.47421917,-0.060510428,2.796277743,1.315124011
TCGA-37-A5EL,1.69947796,-0.600159851,2.557133519,0.699082906
TCGA-37-A5EM,1.66892675,0.406105782,3.116866779,1.815798824
TCGA-37-A5EN,1.641124411,0.00031976,2.873598725,1.785329835
TCGA-39-5011,1.727283028,0.018124076,3.583441985,2.034788831
TCGA-39-5016,1.702924802,-0.222597921,3.339412354,2.971275849
TCGA-39-5019,1.646799338,-0.052442523,2.671303505,2.053758178
TCGA-39-5021,1.672518386,0.146473672,3.204776434,2.098813258
TCGA-39-5022,1.74758729,0.916433874,3.862195287,2.360343442
TCGA-39-5024,1.716733231,-0.249359015,3.046893791,1.535116821
TCGA-39-5027,1.531985075,-0.814158171,2.487105899,1.840247907
TCGA-39-5028,1.685731612,-0.316624882,3.078772982,1.819900437
TCGA-39-5029,1.67808519,-0.029103721,3.433608657,1.293839685
TCGA-39-5030,1.720759858,1.221310958,3.568340228,2.371915295
TCGA-39-5031,1.621377691,-0.032758793,2.947276641,1.655597468
TCGA-39-5034,1.637101661,0.35726433,2.898885323,1.574849287
TCGA-39-5035,1.736505554,0.162876567,3.526186092,3.057928427
TCGA-39-5036,1.645823431,-0.801335178,2.738898503,1.99472969
TCGA-39-5037,1.541165431,-0.574394953,1.817700583,1.836225977
TCGA-39-5039,1.575374217,-0.35889443,2.744728358,1.364507845
TCGA-39-5040,1.651920201,0.115560835,2.612631757,2.148186051
TCGA-43-2576,1.67714866,0.226717261,3.185897759,1.537147623
TCGA-43-2578,1.600994907,-0.164009028,2.945368793,1.48462864
TCGA-43-2581,1.673048349,0.19747172,3.136955299,1.85024422
TCGA-43-3394,1.563322244,-0.59596872,2.187136987,2.130607127
TCGA-43-3920,1.481333069,-0.379378916,3.389661018,1.673630888
TCGA-43-5668,1.688302731,0.730812639,3.383568278,2.08748327
TCGA-43-5670,1.672449376,-0.492773601,2.112702584,1.013776477
TCGA-43-6143,1.555968119,0.132090028,2.6096707,1.840197713
TCGA-43-6647,1.663094934,0.609069707,2.998311554,2.611458828
TCGA-43-6770,1.55357518,-0.014252587,2.293267459,2.503783876
TCGA-43-6771,1.656438863,0.022076296,2.871097503,2.265817437
TCGA-43-6773,1.721800772,0.334014016,2.862305314,2.256902871
TCGA-43-7656,1.657919511,0.586430934,3.251323224,2.247730288
TCGA-43-7657,1.691429544,-0.938858152,2.140320361,1.121871584
TCGA-43-7658,1.614261808,0.396034097,3.300479232,1.779247906
TCGA-43-8115,1.720705912,0.958546131,3.128555557,1.935845199
TCGA-43-8116,1.688260422,0.238566483,2.944967759,1.295245933
TCGA-43-8118,1.654054159,-0.160194035,2.573404838,1.42109366
TCGA-43-A474,1.432124227,-0.657088718,1.834980184,1.6201121
TCGA-43-A475,1.735290668,0.948114513,3.703852231,2.843966782
TCGA-43-A56U,1.680827516,0.850717135,3.094127763,1.876095389
TCGA-43-A56V,1.419646211,-0.314684995,2.596351379,1.482662099
TCGA-46-3765,1.565820423,-0.284054427,2.915592571,1.80725014
TCGA-46-3766,1.673620591,0.686668161,3.287571695,1.863475729
TCGA-46-3767,1.652636328,0.339917941,2.886022748,1.691361791
TCGA-46-3768,1.525815012,-0.539964881,2.361845178,2.014159176
TCGA-46-3769,1.739398596,-0.061755031,3.187917091,2.061471328
TCGA-46-6025,1.524307536,-0.356737228,2.911174455,2.502743848
TCGA-46-6026,1.413029815,-0.2717674,2.120351743,0.617325416
TCGA-51-4079,1.6710617,-0.353445398,2.966862099,2.430062149
TCGA-51-4080,1.570136205,-0.529565132,2.454445657,1.871440993
TCGA-51-4081,1.413950383,-0.436052599,1.945015078,1.809369796
TCGA-51-6867,1.710634767,-0.217363436,3.023190683,2.779369185
TCGA-52-7622,1.718766916,0.143590558,3.331704435,2.912545663
TCGA-52-7809,1.539303323,-0.010115777,2.583681553,1.376430951
TCGA-52-7810,1.509949151,-0.691118619,1.769165,1.527664695
TCGA-52-7811,1.70198499,-0.245373473,2.869617134,1.839191356
TCGA-52-7812,1.733166291,0.458730783,3.51774637,2.619373026
TCGA-56-1622,1.676903422,-0.141348202,2.595706172,2.891777118
TCGA-56-5897,1.676108277,0.494366815,2.946383507,1.719584828
TCGA-56-5898,1.652907867,-0.088243459,2.70682935,1.637690819
TCGA-56-6545,1.714811147,0.435534028,3.253806388,2.213297233
TCGA-56-6546,1.698322722,0.44263251,3.383068642,1.871746269
TCGA-56-7221,1.563203101,-0.712983823,1.883632915,1.180286483
TCGA-56-7222,1.628932148,-0.364037295,2.176342482,1.195351598
TCGA-56-7223,1.321388824,-0.609301445,1.927336074,1.239857321
TCGA-56-7579,1.648340753,-0.584815888,2.102966619,1.078609048
TCGA-56-7580,1.611772827,0.045380571,2.389414709,1.145109352
TCGA-56-7582,1.546836586,-0.195521114,2.899378752,1.820142323
TCGA-56-7730,1.530454605,-0.413561077,2.284849923,2.080990651
TCGA-56-7731,1.633977692,0.063820672,2.597262008,1.820308542
TCGA-56-7822,1.56159854,-0.416657743,2.274589526,1.48119316
TCGA-56-7823,1.554308274,-0.671517619,2.648024096,1.699598408
TCGA-56-8082,1.564310904,-0.246510642,2.459922402,1.7878535
